label;precision;recall;f1-score
activity;0.5648148148148148;0.5398230088495575;0.5520361990950227
actor;0.8732394366197183;0.9538461538461539;0.9117647058823529
catch;0.0;0.0;0.0
condition;0.8;0.6666666666666666;0.7272727272727272
trigger;0.5;0.29411764705882354;0.37037037037037035
micro avg;0.7278911564625851;0.6881028938906752;0.7074380165289258
macro avg;0.5476108502869066;0.49089069528424023;0.5122888005240946
weighted avg;0.6901774946451364;0.6881028938906752;0.6861338158860384
