label;precision;recall;f1-score
activity;0.45864661654135336;0.5398230088495575;0.4959349593495934
actor;0.84;0.9692307692307692;0.9
catch;0.375;0.2;0.26086956521739135
condition;0.7027027027027027;0.7222222222222222;0.7123287671232876
trigger;0.1875;0.17647058823529413;0.1818181818181818
micro avg;0.6366279069767442;0.7041800643086816;0.668702290076336
macro avg;0.5127698638488112;0.5215493177075685;0.5101902947016909
weighted avg;0.6274497265802901;0.7041800643086816;0.6613776160518083
